image,description
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/blister_packaging_96.png,A pile of pills and capsules on a wooden table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/dish_sponge_493.png,A yellow sponge sitting on top of a counter.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/food_mesh_bag_700.png,A pink net on a wooden cutting board.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/light_bulb_1078.png,A light bulb sitting on top of a wooden table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/coffee_cup_plastic_lid_319.png,A black coffee cup lid sitting on a counter top.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/lipstick_1091.png,A purple spray can sitting on top of a white surface.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/plastic_teacup_lid_1757.png,A yellow plastic cup sitting on top of a table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/small_powder_spice_bag_2060.png,A silver foil packet sitting on top of a white towel.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/used_sponge_2432.png,A piece of rock sitting on top of a granite counter.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/tube_body_lotion_2318.png,A tube of hand and body lotion on a white background.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/small plastic lid_28.png,A clear glass plate sitting on top of a wooden table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/pain_relief_cream_tube_1280.png,A tube of orange lip balm sitting on a white surface.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/foam_plate_658.png,a white paper plate on a gray background
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/plastic_straw_1754.png,A blue and white striped straw on a black background.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/pain_relief_cream_tube_1279.png,A white and orange spray can sitting on top of a table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/aluminum_seal_11.png,A metal tray sitting on top of a counter top.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/nespresso_pod_1178.png,A small metal cup sitting on top of a cement floor.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/twinkies_wrapper_2351.png,A bag of Twinkies sitting on top of a table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/plastic_plates_1500.png,A stack of white plates sitting on top of each other.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/chocolate_chips_multilayer_bag_235.png,A bag of chocolate sitting on top of a white table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/snack_wrapper_2091.png,two pieces of chocolate sitting on top of a table
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/dirty_ketchup_packet_448.png,A packet of ketchup sitting on top of a counter.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/coffee plastic lid.png,A white coffee cup sitting on top of a marble counter.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/plastic_fork_1703.png,A white plastic fork on a white surface.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/toothpaste_tube_2274.png,A tube of toothpaste sitting on top of a table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/styrofoam_cup_noodles_box_2155.png,A paper cup sitting on top of a table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/tube_body_lotion_2331.png,A tube of Vaseline eczema calming cream on a white background.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/plastic_fork_1434.png,a white plastic fork on a white background
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/plastic_fork_1425.png,A set of three forks on a blue surface.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/plastic_packet_1737.png,A package of food sitting on top of a white table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/plastic_napkin_wrapper_1731.png,A packet of food sitting on top of a granite counter.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/useless_dust_2446.png,A dirty tile with a hole in it. 
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/hair_product_tube_783.png,A tube of BC Repair Rescue on a white surface.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/dirty_plastic_yogurt_468.png,A petri dish with a lot of white powder on it.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/vape_juice_bottle_2448.png,A bottle of liquid sitting on top of a white sheet.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/dental_flosser_plastic_bag_393.png,A package of dental floss sitting on top of a counter.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/non_stretchy_chips_packet_1210.png,A bag of old Dutch bread sitting on a table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/apple_sauce_container_20.png,A clear plastic cup sitting on top of a white table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/blister_packaging_93.png,A pack of pills and capsules on a white background.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/tube_body_lotion_2330.png,A group of three tubes of body lotion sitting next to each other.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/spearmint_drop_wrapper_2123.png,A package of Orbit chewing gum on a white surface.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/Covid_mask_371.png,A black neck brace on a white surface.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/leftover_bottle_caps_1072.png,A couple of bottle caps sitting on top of a table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/foam_plate_653.png,a white sheet of paper on a white background
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/non-stretchy ziploc plastic bag_534534.png,A bag of rice sitting on top of a counter.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/electric_toothbrush_head_557.png,a white brush sitting on top of a table
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/shavingblade_handle_1988.png,A black and white razor sitting on top of a counter.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/bar_soap_62.png,A bar of soap sitting on top of a white surface.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/fruit_plastic_package_734.png,A person holding a bag of fruit mix in their hand.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/pop_bottle_caps_1795.png,a bunch of bottle caps that are sitting on a table
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/toothpaste_tube_2252.png,A tube of toothpaste sitting on top of a white surface.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/sillicone_bracelet_2003.png,A green rubber ring on a concrete surface.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/sausage_packaging_1972.png,A package of hot dogs sitting on top of a table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/sweets_wrapping_2185.png,A piece of candy sitting on top of a granite counter.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/non-stretchy plastic bag_4.png,A bag of batata palha sitting on top of a table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/bulb_147.png,A white light bulb sitting on top of a table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/popped baloon .png,A piece of black paper sitting on top of a table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/Plastic_Wrapping_1771.png,A package of hand warmers sitting on top of a table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/skein_of_yarn_2009.png,A ball of red yarn on a white surface.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/pop_bottle_caps_1864.png,a collection of vintage soda bottle caps - stock image
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/coffee_cup_lid_330.png,A white coffee cup sitting on top of a table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/old_plastic_water_bottle_1243.png,a red water bottle sitting on top of a table
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/plastic_fork_1446.png,A set of three white plastic forks on a white background.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/instant_coffee_1042.png,A bar of coffee sitting on top of a table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/nail_polish_1169.png,A bottle of red liquid sitting on top of a white table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/coffee_mix_packet_321.png,A piece of chocolate sitting on top of a white table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/plastic_spoon_1579.png,A white spoon sitting on top of a table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/babybel_wax_36.png,babybel candy in a mesh bag on a wooden table
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/tube_body_lotion_2338.png,a tube of cream on a transparent background royalty illustration
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/small plastic bag.png,A plastic bag sitting on top of a stainless steel sink.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/ketchup_packet_1051.png,A packet of tomato ketchup sitting on top of a table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/protein_bar_wrapper__1894.png,A piece of chocolate wrapped in foil sitting on a table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/disposable_mask_524.png,a white face mask on a white surface
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/piece_of_broken_glass_1317.png,a close up of a golf club on a white surface
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/amazon_bubble_and_paper_bag_14.png,A brown paper bag with a barcode on it.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/purple_dental_floss_1898.png,A small purple box of toothpaste sitting on top of a white surface.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/used_black_mask_2379.png,A black face mask sitting on top of a wooden table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/floss_645.png,A piece of white string on a brown surface.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/small yogurt plastic lid.png,A red plastic cup sitting on top of a table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/dirty_bacon_plastic_wrap_429.png,A package of bacon sitting on top of a counter.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/tube_body_lotion_2342.png,A tube of unscented shea butter hand and body lotion.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/dirty_cotton_swab_min_434.png,A single blue and white cotton swab on a white surface.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/granola_bar_wrapper_749.png,a close up of a bag of food on a table
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/chocolate_snack_wrapper_242.png,A package of batteries sitting on top of a table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/purple_bar_soap_1897.png,A purple stone on a white surface. 
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/empty_pasta_plastic_bag_594.png,A bag of coffee sitting on top of a counter.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/soiled_diaper_2119.png,a pair of diapers sitting on top of a wooden floor
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/empty_toothpaste_tube_602.png,A tube of toothpaste sitting on top of a table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/popsicle_non_stretchy_wrapper_1870.png,A white plastic bag on a gray surface.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/old_pen_1241.png,A blue pen sitting on top of a wooden table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/diaper_401.png,A roll of diapers sitting on top of a white surface.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/fruit_plastic_package__731.png,A bag of fruit mix sitting on top of a counter.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/metal_lid_1123.png,a close up of a metal button on a white surface
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/small_plastic_pizza_wrapper_2074.png,A package of cigarettes sitting on top of a wooden table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/cotton_swab_363.png,A wooden stick with a white cotton swab on a blue background.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/multilayer_snack_wrapper_1162.png,a close up of a piece of glass on a table
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/polystyrene_1781.png,A white square plate on a white surface.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/plastic_sauce_cup_1532.png,A black cup sitting on top of a wooden table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/plastic_fork_1449.png,a fork on a white background royalty illustration
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/non-stretchy plastic bag_19.png,A package of baby mum-mum blueberry and goji berry baby wipes.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/snack_wrapper_2088.png,A couple of yellow and red candies sitting on top of each other.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/plastic_key_fob_1714.png,A black button on a concrete surface. 
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/cigarette_butt_270.png,A cigarette that is laying on the ground.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/cheese_plastic_wrapper_182.png,A clear pyramid sitting on top of a granite counter.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/plastic_fork_and_plastic_knife_1469.png,A knife and fork sitting on top of a sandy beach.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/floss_container_643.png,A small blue box sitting on top of a white table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/worn_out_toothbrush_2476.png,A green and blue toothbrush sitting on top of a table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/clean_styrofoam_food_tray_289.png,A plastic container with a label on it sitting on a counter.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/stand_up_pouch_cheese_bag_2141.png,A bag of shredded cheese sitting on a counter top.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/plastic cup lid.png,A plastic cup sitting on top of a green table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/plastic_plates_1495.png,A white plate with a wavy design on it.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/plastic_plates_1528.png,a white paper plate on a white background
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/cream_tube_378.png,A tube of toothpaste sitting on top of a white surface.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/destroyed_dog_toy_398.png,A pink flamingo toy hanging on a wall.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/plastic_spoon_1629.png,A black spoon sitting on top of a white table.
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/tea_bag_packet_2201.png,a packet of green and white condoms sitting on top of a table
/work/TALC/enel645_2024f/garbage_data/CVPR_2024_dataset_Train/Black/plastic_spoon_1628.png,A white spoon on a white background.
